GeneName	HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Rb1cc1	3913	4070	5236	4479
Podn	0	0	0	0
Smndc1	1070	1112	1235	1377
Espnl	0	0	0	0
F2r	6535	5998	7510	9363
Tsnaxip1	1	1	3	1
Rpain	486	524	621	623
BC027231	281	510	388	326
Tbx10	0	0	0	0
1700067P10Rik	0	0	0	0
Tbx15	1	0	0	0
Tbx18	0	1	0	5
Tbx19	0	0	0	0
Ap4s1	786	687	724	1042
S100a7a	5	1	0	0
Nav1	19	15	6	25
Nav3	0	5	2	0
Nav2	2	0	1	6
Lig1	662	620	846	736
Lig3	1837	1808	2070	2107
Gata5os	0	0	0	0
Tceal3	0	3	0	0
Plbd2	1437	1185	1681	1739
Plbd1	13	12	7	87
Dip2a	268	384	339	367
Dip2b	3140	4355	4078	3866
Dip2c	0	1	12	4
Tceal7	0	0	0	0
Pea15a	6134	5889	6197	5730
Cst10	0	0	0	0
Cst11	0	0	0	0
Cst12	0	0	0	0
Cst13	0	0	0	0
4921511C20Rik	0	0	11	0
Cdc34	2344	2489	2497	3369
Suv39h1	975	1414	1176	938
Suv39h2	83	54	76	78
Hmcn1	5	0	1	4
Slc16a3	70	68	129	108
Slc16a2	0	0	0	20
Gm13238	1	8	3	10
Slc6a19os	0	0	0	0
Zfp608	0	0	2	0
Zfp609	148	146	240	273
Zfp600	0	1	1	0
Zfp605	201	136	317	255
Zfp606	551	658	653	580
Zfp607	639	386	261	480
Xrra1	10	6	11	17
Ogfrl1	126	154	171	147
Parp2	2060	2112	1912	2313
Rubie	0	0	0	0
Gm15997	0	0	0	0
4930432K21Rik	127	108	179	125
Zbtb24	1460	1748	1554	1608
9830147E19Rik	0	0	0	0
Brwd3	158	101	142	214
Brwd1	2784	3003	3072	2639
Mir503	0	0	0	0
Mir501	0	0	0	0
Mir500	0	0	0	0
Mir505	2	0	0	0
Mir504	7	10	4	10
Mina	2646	2190	2684	2522
Mir509	0	0	0	0
Ramp1	1	4	7	13
Ramp3	0	10	0	10
Ramp2	0	0	1	0
Rita1	116	63	142	79
Myadml2	0	0	0	0
Nrcam	0	0	0	0
Ptgfr	0	0	0	0
A630019I02Rik	7	1	1	9
Slc19a2	310	342	429	485
Slc19a3	0	0	0	0
Ubald2	5	10	9	15
Slc19a1	575	907	988	1154
Styk1	36	22	87	8
Popdc2	154	79	134	62
1700069P05Rik	0	0	0	0
Ctcflos	0	0	0	1
Gm3458	0	0	0	0
Tmem55a	1485	1365	1518	1520
Tmem55b	977	964	1021	955
2010009K17Rik	5	9	11	9
Trmt61a	282	329	230	293
Trmt61b	157	119	191	171
Pet2	0	0	0	0
Abl1	1253	1077	1731	1621
Abl2	407	460	530	577
Plscr4	39	53	61	102
Plscr5	0	0	0	0
Plscr2	0	0	1	0
Plscr3	152	224	213	211
Plscr1	733	640	777	1066
Aurkaip1	2162	1907	2461	2528
Fthl17	0	0	0	0
Rpgrip1l	73	134	173	151
Olfr611	0	0	0	0
Olfr610	0	0	0	0
Olfr613	0	0	0	0
Olfr612	0	0	0	0
Olfr615	0	0	0	0
Klhdc8a	0	0	0	0
Olfr617	0	0	0	0
Olfr616	0	0	0	0
Olfr619	0	0	0	0
Plac8	2045	2254	2938	4783
Lrtm1	0	0	0	0
Lrtm2	20	0	0	11
Adra1a	0	0	2	0
Ttpal	2843	3013	2847	3234
Adra1b	0	0	0	0
Adra1d	0	0	0	0
H2-Ke6	2628	2839	3357	4265
Rbm31y	0	0	0	0
Rai14	97	3	14	0
Lep	0	0	0	0
Rint1	485	499	429	508
Zfp189	170	210	163	195
Zfp185	0	0	0	0
Zfp184	3	34	0	0
Setdb1	1147	1768	1477	1582
Setdb2	1307	1696	1669	1726
4930523C07Rik	6594	6435	5786	7543
Banf1	2346	2455	2648	3085
Banf2	0	0	0	0
Klhl32	0	4	3	12
2210016F16Rik	1947	1893	2065	2716
Gtf2ird2	449	678	632	519
0610037L13Rik	570	533	802	685
Arid2	2473	2802	2418	2543
Ccrl2	127	192	175	249
Gldn	0	0	0	0
Gldc	5	2	0	0
1700049L16Rik	0	0	0	0
Ahcy	715	675	799	693
Tomm20	1116	1395	1401	1736
Tomm22	1864	1993	2053	2312
Aoc1	0	0	0	0
Aoc3	0	0	0	0
Aoc2	81	106	133	150
D930048N14Rik	130	120	48	131
Wnt3a	0	0	1	0
Npl	7	0	1	0
Slc9a3r2	0	19	5	0
Slc9a3r1	4854	5119	4437	5701
Npb	0	0	1	4
Npy	0	0	0	0
Npw	0	0	0	0
Nps	0	0	0	0
5730416F02Rik	1	3	0	0
Ufc1	919	831	1065	1109
Malt1	5150	5343	4804	5074
Thsd7b	35	10	24	18
Thsd7a	0	0	0	0
Kcnh5	0	0	1	0
Kcnh4	13	4	0	5
Crcp	988	1115	1121	1374
Kcnh6	2	0	0	0
Kcnh1	0	0	0	0
Kcnh3	0	4	17	20
Kcnh2	21	2	23	25
Kcnh8	0	0	13	0
Zfp182	714	773	959	588
1700066N21Rik	0	0	0	0
Serpinb1a	176	164	329	248
Cyyr1	0	0	0	0
Gm21269	0	0	0	0
Serpine3	49	87	36	68
1700012D16Rik	0	0	0	0
Sgcg	0	0	3	0
Sgce	0	0	0	0
Sgcd	0	0	0	0
Sgcb	493	404	647	498
Sgca	0	0	0	0
Col1a2	21	1	0	2
Sgcz	0	0	0	0
Col1a1	3	3	4	6
Rpl14-ps1	239	227	249	300
9330151L19Rik	277	125	106	154
1700011C11Rik	0	0	0	0
Cyp4b1	0	0	0	0
4930425L21Rik	0	0	0	0
Ipo8	2109	2867	2691	2771
Ipo9	4934	5202	4343	5551
Oprk1	0	0	0	0
Ipo7	2202	2185	1878	2450
Ipo4	1566	1401	1329	1605
Ipo5	3482	4007	3377	4363
Yrdc	1242	1351	1416	1444
Emilin1	15	49	39	2
Stim1	5215	4976	4980	5569
Stim2	5982	7557	5977	7463
Ssmem1	0	1	0	0
Rufy4	0	0	0	0
Elf3	0	0	0	0
Pmp22	0	0	0	0
Pla2r1	0	0	0	0
Mir125a	0	0	0	0
Eif4h	7518	7715	8305	9561
Eif4e	3929	4398	3920	4869
Aif1	16	0	21	20
Eif4b	8195	9160	8248	10620
Cabp7	0	0	0	0
Cabp5	0	0	0	0
Cabp4	0	0	4	0
Cabp2	0	0	0	0
Cabp1	0	0	0	9
Phactr2	157	101	124	153
1700008J07Rik	91	108	96	96
Spa17	3	5	12	7
5830432E09Rik	187	162	176	148
Amhr2	0	9	0	0
Jph2	0	0	0	0
Jph3	1	7	0	0
Jph1	1	0	5	0
Jph4	0	0	0	0
Coq10b	455	373	418	528
Coq10a	512	566	483	563
Ccdc152	6	1	8	2
Ccdc153	0	0	0	0
Ccdc150	16	0	0	7
Ccdc151	0	0	1	0
Ccdc157	147	53	83	143
Ccdc154	0	0	0	0
Ccdc155	0	0	0	2
Ccdc158	0	0	0	1
Ccdc159	0	0	0	0
2610028H24Rik	0	0	0	0
Gm16336	0	0	0	0
Secisbp2l	3204	2869	3465	3017
Agps	4256	3595	3764	4788
Serinc5	310	314	472	452
Serinc4	13	18	55	32
Serinc1	4328	3943	4121	3977
Serinc3	11581	13225	11194	13669
Serinc2	0	0	0	0
Chm	1668	1478	1518	2031
3010001F23Rik	0	0	0	0
4933409K07Rik	0	0	0	0
Pars2	383	372	256	394
4930447M23Rik	0	0	0	0
Kirrel2	0	0	1	0
Kirrel3	5	10	16	11
Gm1715	0	0	0	0
Prrc1	1289	1265	1431	1705
Mansc4	42	19	28	15
Mansc1	51	54	73	94
Gm17066	804	775	759	706
Mir467d	0	0	0	0
Mir467e	0	0	0	0
Mir467f	0	0	0	0
Mir467g	0	0	0	0
Atp11c	1264	1158	1613	1160
Atp11b	23813	24105	27061	30471
Mir467b	0	0	0	0
Mir467c	12	11	1	11
Mir467h	0	0	0	0
Hmbs	794	813	878	993
Gsc2	0	0	0	0
Poldip3	5884	5987	5707	6499
Poldip2	1275	1212	1348	1651
Rps10	4945	5629	5053	7224
D16Ertd472e	3872	3526	4668	4194
Olfr2	0	0	0	0
Olfr3	0	0	0	0
Olfr1	0	0	0	0
Olfr6	0	0	0	0
Olfr5	0	0	0	0
Olfr8	0	0	0	0
Olfr9	0	0	0	0
Man2a2	2007	2007	1870	2155
Ndc1	329	279	240	456
Xab2	3641	3865	3427	4365
1700022E09Rik	0	0	0	0
Rasl10a	0	0	0	0
Rasl10b	0	0	0	0
Slc15a2	10	255	14	301
Acot7	2883	2220	2639	2458
V1ra8	0	0	0	0
Slc15a1	1	0	0	0
Gm10591	0	0	0	0
Olfr1316	0	0	0	0
Gdf2	0	0	0	0
Slc15a5	0	0	0	6
Olfr1314	0	0	0	0
Vsig10	46	57	36	40
Gdf7	0	0	0	0
Olfr1313	0	0	0	0
Ammecr1l	1722	2313	1996	1965
Gdf5	0	0	0	0
4930548G14Rik	0	0	0	0
Thop1	306	259	446	369
Tbc1d22b	2130	2280	2122	2167
Tbc1d22a	982	1094	1143	1715
Pmch	0	0	1	0
Mir6420	0	0	0	0
Apol10a	0	0	0	0
Apol10b	44	99	103	141
Gm14743	0	0	1	0
Gm14744	0	0	0	0
Mir6415	0	1	0	1
1700001O22Rik	93	191	254	220
Mir22	0	0	0	0
Mir25	0	2	2	0
Igfbpl1	0	0	0	0
Gm6592	0	6	0	0
Ankk1	0	0	0	3
4930482G09Rik	0	0	0	0
Caly	0	0	6	0
Pnck	0	10	6	0
Calr	4304	4327	4849	5825
Calu	2311	2502	2185	2825
Mpp5	546	434	648	594
Exoc6	1698	1285	1957	2128
Mpp4	6	2	10	0
Mir1291	5	3	2	0
H2-K2	729	873	1136	1285
H2-K1	79856	73970	85343	93531
Phb	1877	2140	2058	2334
Exoc5	2970	3741	3486	3962
Ccdc3	0	0	0	0
Ccdc6	1245	1564	1214	1193
Ccdc8	4	0	0	0
Ccdc9	536	573	761	834
Guca1a	0	3	2	0
Guca1b	55	25	66	26
Trp53rka	1091	1311	1386	1259
Kir3dl1	0	0	0	0
Kir3dl2	0	0	0	0
Samd4b	750	946	845	969
Trpc5os	0	0	0	0
Mamstr	0	1	0	0
Mir129b	0	0	0	0
Prl3b1	0	0	0	0
Gm12359	11	16	4	22
9530053A07Rik	1	4	0	0
Prdm4	2243	2219	2292	2393
Prdm5	6	16	1	19
Prdm6	0	0	0	0
Prdm1	2173	1857	1790	1654
Prdm2	1394	1477	1605	1896
Prdm8	0	0	0	0
Prdm9	67	61	122	130
Tmpo	4548	5709	4746	5738
Cplx3	0	0	0	0
Cplx1	0	0	0	0
5330439B14Rik	0	0	0	0
Cplx4	0	0	0	0
Gldnos	0	0	0	0
Fam47c	0	0	0	0
Fam47e	0	0	0	0
Psma2	3399	3482	3781	4550
Psma3	3085	3093	3308	3524
Psma1	2825	3191	3573	3926
Psma6	2617	2879	3428	4029
Psma7	4333	5026	5059	5754
Psma4	2664	2968	3413	3828
Psma5	2423	2747	3071	3235
Trpt1	86	34	68	60
Otog	0	0	0	0
Gm5468	0	0	0	0
Gm5460	0	0	0	0
Gm5464	25	10	17	18
Ttc7b	2753	2881	2724	3101
Myot	0	7	0	0
Cndp1	1	0	4	0
Cndp2	2616	2905	3097	4187
Atp5c1	7857	8572	8912	10479
Gm4814	56	57	38	84
Gm16070	0	0	0	0
4930401O10Rik	0	0	0	0
A530006G24Rik	0	0	0	0
Gm13003	0	0	0	0
Zfp418	170	101	219	140
Zfp410	1139	1137	1356	1361
Zfp414	523	406	798	707
Twf1	698	701	1232	1104
Twf2	4509	4740	4399	5512
Agmo	0	0	0	0
Prpf38a	1080	1087	959	1117
Prpf38b	3980	4169	4672	4479
Slc25a22	563	589	749	981
Slc25a23	95	138	116	201
Ptk2b	5647	6801	6422	7240
Pex11b	1231	1594	1828	1912
Slc25a26	111	69	63	117
Slc25a27	60	40	20	53
Slc25a24	2509	1982	3099	3164
Slc25a25	667	649	660	391
Slc25a28	747	772	805	862
Slc25a29	416	379	377	373
Gm4736	0	0	0	0
Gm4737	8	10	7	6
Krt39	0	0	0	0
Gm6460	0	1	0	0
Prkdc	1942	2340	2309	2315
Ctdp1	2809	2973	2763	3244
Mir330	0	0	1	0
Vmn1r124	0	0	4	0
Vmn1r127	0	0	0	0
Vmn1r126	0	0	0	0
Vmn1r121	0	0	0	0
Vmn1r120	0	0	0	0
Vmn1r123	0	0	0	0
Mir337	0	0	0	0
Mir338	0	0	0	0
Mir339	0	0	0	0
Mtag2	0	0	0	0
Vmn1r129	0	0	0	0
Vmn1r128	0	0	0	0
Olfr131	0	0	0	0
9130409I23Rik	0	0	0	0
Olfr132	0	0	0	0
4933440J02Rik	0	0	0	0
Frat1	206	243	218	164
Frat2	277	223	266	329
Prrx1	0	0	0	8
Prrx2	0	0	0	0
Prkd1	1	0	1	0
Prkd2	5686	6018	5188	6347
Prkd3	3424	3375	3805	3308
Mtfmt	694	578	919	964
Cggbp1	6853	5491	5859	6628
Ercc6l2	1510	1288	1641	1690
B020014A21Rik	0	0	0	0
A930011G23Rik	6	17	7	11
Hpx	0	2	0	0
Hpn	0	0	0	0
4930448I06Rik	0	0	0	0
Hpd	0	0	0	0
Mecom	0	0	0	6
Olfm3	0	0	0	0
Olfm2	0	0	0	0
Olfm1	75	114	64	137
Olfm4	0	0	0	0
Zc3h12a	201	195	253	248
Zc3h12b	1	13	0	8
Zc3h12c	0	0	4	0
Zc3h12d	2199	2155	1890	2053
Fbxl2	424	294	567	504
Fen1	1761	1859	2089	2278
Bet1l	1092	1126	970	1080
Snora2b	1	2	2	2
Erg	0	0	4	0
4930404H11Rik	0	0	0	0
Fam180a	0	0	0	0
Ncapg2	346	230	666	756
Dph1	330	336	367	435
Dph2	708	778	995	889
Dph3	737	783	857	908
Dph5	1507	2052	1830	1992
Dph6	769	774	770	876
Dph7	885	985	1164	958
Gm13830	0	0	0	0
Gm11548	0	0	0	0
Gm11549	0	0	0	0
Gm11541	2	2	3	2
Gm11544	2	0	0	0
Gm11545	0	0	0	0
Mdfi	0	0	0	0
Sftpa1	2	0	0	0
Zfp955b	401	408	481	387
E330020D12Rik	27	4	23	6
Zfp955a	1002	548	1008	993
Otogl	2	2	0	2
Stard3nl	1317	1752	1653	1891
Tnfrsf1b	5967	5889	6739	7819
Tnfrsf1a	1056	837	1128	1238
Zfp729b	498	395	372	401
Zfp729a	390	502	691	868
Mir7055	0	0	0	0
1110037F02Rik	4050	4448	4527	5145
4930555K05Rik	0	0	0	0
Sema6d	3	0	18	15
Sema6b	137	83	120	136
Sema6c	39	33	9	17
Sema6a	1	0	0	0
Rnu12	0	1	0	0
Rnu11	0	0	0	0
Tnfrsf17	0	0	0	0
Tnfrsf14	46	34	46	39
Tnfrsf18	2300	2142	2873	3194
Tnfrsf19	0	0	0	0
Gml	0	0	0	0
4930448H16Rik	5	0	0	0
Armc10	3335	2979	2771	3009
Pycard	2342	2220	2859	2883
Armc12	0	0	0	0
4930525D18Rik	1	2	2	0
Gm5105	0	0	0	0
Gm5108	0	0	1	0
Nctc1	6	4	0	0
Gm9	0	0	6	0
Slc35e1	3870	3533	2974	4265
Slc35e2	1158	1207	1152	950
Slc35e3	533	813	740	708
Slc35e4	150	186	278	255
Gm5	0	0	0	0
Fam111a	2455	2738	2859	3134
Ggact	263	410	300	493
Rab3gap2	1451	1963	1874	1824
1700003G13Rik	0	0	0	0
Rab3gap1	3382	3380	3150	3788
1700016G22Rik	0	0	0	0
Tmem8	1947	1597	1480	1490
Tmem9	416	317	373	432
Tmem2	681	446	848	333
Tmem5	632	652	750	618
Gm20765	0	0	0	0
Gm20767	0	0	0	0
Mis18bp1	97	44	61	111
Padi1	5	0	2	9
4930548H24Rik	0	5	1	0
Nwd1	0	0	0	0
Rhbdl3	27	19	3	87
Nwd2	1	0	10	4
Fam92b	0	0	0	0
Hrh3	0	0	0	0
Tex16	0	0	1	4
1700016K19Rik	0	0	0	0
Tex11	25	0	33	0
Hrh1	0	0	0	0
Olfr1273-ps	0	0	0	0
Tex13	0	0	0	0
AU016765	0	0	0	0
Ybey	283	290	193	277
Ppapdc3	0	0	0	0
Ppapdc2	758	815	937	874
Jak2	6272	7575	7957	8212
Jak3	3905	5111	4893	7567
Jak1	70903	75920	80430	86313
A930003A15Rik	0	0	0	0
Appbp2	1405	1809	1549	1807
Myo6	324	353	294	217
E230025N22Rik	7	0	12	0
Gm26688	0	0	0	0
Hcrt	0	0	0	0
Xpa	883	630	911	904
Snx3	4170	4822	4193	4859
Snx2	3256	3593	4176	4555
Snx1	4843	5234	4863	5175
Snx7	0	0	0	2
Snx6	3789	4399	3887	3986
Snx5	6699	6863	8282	8764
Snx4	6142	6609	7029	7896
Snx9	180	229	196	172
Snx8	120	144	77	115
Cks1b	147	94	200	235
Vmn1r52	0	0	0	0
Slfn14	0	7	1	0
C3ar1	0	1	23	2
1700008O03Rik	1	1	0	1
A730008H23Rik	0	0	0	0
Kank4os	0	0	0	0
Sec24d	1636	1577	1678	2107
Sec24a	1417	1222	1757	1690
Sec24c	8949	9237	8598	10845
Sec24b	4171	3528	3315	3910
Spc25	104	121	197	249
Spc24	40	45	223	145
Tango6	733	687	821	805
Osmr	1	0	0	0
Tango2	918	723	1093	881
Tgfb1i1	29	53	29	16
Pde4a	119	103	137	170
Pde4b	3022	3352	2950	2853
Pde4c	0	0	0	0
Pde4d	302	298	485	303
Nrtn	0	0	0	5
Mir5710	2	0	0	0
Rapgefl1	0	4	11	4
4930447K03Rik	5	15	7	13
Kcmf1	1735	1835	1742	1971
Got1l1	0	0	0	0
Mrps35	834	806	778	777
Mrps34	809	1016	972	1589
Mrps36	380	395	388	464
Mrps31	594	560	537	582
Mrps30	1928	2269	1826	2458
Mrps33	961	1031	973	1167
Mtnr1b	0	0	0	0
Mtnr1a	0	0	0	0
Gchfr	0	1	0	0
Actg1	19630	19808	19228	23788
Actg2	0	0	0	0
Cthrc1	0	0	0	0
A230103J11Rik	0	7	9	1
Arhgap23	25	13	48	11
Arhgap22	2	0	3	0
Arhgap21	178	304	158	315
Arhgap20	0	3	2	0
Arhgap27	1950	1554	2319	2286
Arhgap26	13500	12597	13686	11865
Arhgap25	4449	3706	4799	4833
Arhgap24	0	5	0	2
Arhgap29	0	0	13	0
Arhgap28	0	0	4	0
2810417H13Rik	186	127	519	401
Zc3hav1	5422	5008	5653	5444
Mir139	0	0	0	0
Mir136	0	0	0	0
Mir137	0	0	0	0
Mir134	0	0	0	0
Mir132	0	0	0	0
Mthfsd	432	321	315	368
Phf21a	1640	1697	2043	1723
Proca1	8	48	99	32
Mthfsl	699	693	798	840
Fam25c	0	0	0	0
Lrrc75a	39	46	123	71
Olfr469	0	0	0	0
Skp2	140	95	230	169
Olfr462	0	0	0	0
Olfr463	0	0	0	0
Olfr460	0	0	0	0
Olfr461	0	0	0	0
Olfr466	0	0	0	0
Olfr467	0	0	0	0
Olfr464	0	7	3	6
Gm10941	0	0	0	0
Mxra7	2	0	3	0
Glyr1	4817	5269	4889	5912
Mxra8	1	26	22	91
Faf2	2886	2617	2646	3250
2310050C09Rik	0	0	0	0
Copb1	7852	7849	8000	8649
Tubd1	280	449	206	502
Copb2	4157	4126	4343	5050
Lsm12	743	830	902	1082
Lsm10	611	679	725	784
Lsm11	405	617	660	764
Aprt	1234	1301	1523	1674
Pkd2l2	561	606	570	520
Pkd2l1	0	2	15	7
Acaa2	2292	2497	3233	3179
Rnf144b	2	0	0	1
Rnf144a	1296	1527	911	1770
Nfkb1	3107	3246	3012	3541
Nfkb2	2043	2479	2434	2859
Gm10364	2	0	0	0
Sun2	842	832	936	1023
Sun3	0	3	0	0
Sun1	2998	2470	3650	2774
Zbtb8a	614	620	589	697
AY761185	0	0	0	0
AY761184	0	0	0	0
Mir297c	0	0	0	0
Mir297b	0	0	0	0
Rtp4	2065	1778	4503	4831
Rtp2	0	1	0	0
Pcbp3	131	124	123	122
Rtp1	0	0	0	0
Cmtm3	264	201	292	334
Cmtm1	0	0	0	0
Cmtm6	7570	7924	7444	7373
Cmtm7	1714	2129	2143	2507
Cmtm4	69	80	90	104
Cmtm5	0	0	0	0
Gnmt	12	9	3	0
1700001C19Rik	0	0	3	0
Tgfbr1	1603	1376	1571	1942
Cpsf4l	5	1	13	5
Siah2	355	251	374	356
Siah3	0	0	0	0
1700036G14Rik	0	0	0	0
Ybx3	2535	2270	2594	2813
Ybx2	0	0	0	0
Nr2c2	2813	2451	2788	3093
Nr2c1	320	353	391	368
Trmt1	977	961	1233	1340
Taf1c	698	708	758	819
Taf1b	1708	1705	1574	1566
Taf1a	822	770	647	814
Taf1d	964	1148	1420	1257
Gm15284	0	0	0	0
Alg12	231	306	326	337
Fam135b	25	5	7	10
Ticam1	364	386	340	347
Htr5b	8	3	2	0
Alg13	138	152	340	158
Rfwd2	864	928	960	920
Rfwd3	1754	2024	1458	2506
Lbhd1	0	0	0	8
Vax2os	0	0	0	0
Prl5a1	0	0	0	0
4930503F20Rik	0	0	0	0
Lactb	489	607	648	661
Taf13	319	379	485	472
Taf12	1287	1389	1156	1664
Taf11	616	624	640	755
Taf10	2196	1879	2107	2579
Taf15	202	199	301	144
2810408A11Rik	22	62	34	40
Gm5346	0	0	0	0
Mesp1	0	0	0	0
Mesp2	0	0	0	0
Fam53b	4142	5024	4162	5149
Fam53c	1714	1449	1595	1911
Fam53a	2277	2107	2229	2499
Sertad2	364	315	515	468
Gm7271	0	0	0	0
Fam168b	4844	7435	5445	6497
Fam168a	423	538	697	733
Rplp2	6451	7154	6267	9329
Rplp1	10008	11794	9440	13978
Rplp0	48651	57014	47702	64859
Mtg2	1156	1193	958	1115
Mtg1	669	549	671	682
Mtus1	0	30	22	3
Mtus2	9	24	28	1
Mir7001	0	1	0	1
Rbsn	1503	1109	1381	1498
Hgh1	674	783	701	827
Ptgis	0	0	0	0
Ptgir	0	0	0	0
Gm3696	2	4	0	0
Cish	1163	907	2075	1775
Pdxk-ps	0	0	23	0
5430428K19Rik	0	0	0	0
Awat1	0	0	0	0
Awat2	1	14	12	6
Gm20219	37	15	19	11
Ier5l	13	1	3	13
Gm6588	0	0	0	0
2010300C02Rik	38	66	38	98
Gm6583	0	0	1	1
AF251705	0	0	0	9
Rasip1	23	5	14	0
Bpi	0	0	0	0
Idi1	82	145	103	125
Idi2	0	0	0	0
Clcn4-2	5340	4356	4360	5489
Lincenc1	0	0	0	1
Dvl2	626	964	765	990
Gm6634	0	0	0	0
Gm6639	14	0	12	0
EU599041	0	0	0	0
2310075C17Rik	0	0	0	0
Prr23a1	0	0	0	0
6720468P15Rik	0	0	0	0
Prr23a2	0	0	0	0
Olfr101	0	0	0	1
Olfr100	0	0	0	0
Olfr103	0	0	6	0
Olfr102	0	0	0	0
Olfr107	0	0	0	0
Olfr109	0	0	0	0
Olfr108	0	0	0	0
Csdc2	0	0	0	0
Mylk	2	0	3	0
Parg	4359	4941	3720	4635
Lyve1	0	2	0	0
Parn	1922	1768	1890	2230
Parl	1688	1612	2141	2229
Hspa12b	0	4	2	3
Fis1	3075	3448	3657	4456
Olfr1122	0	7	0	0
Ophn1	0	0	8	0
Myl6	6824	6515	7365	9131
Myl7	0	0	0	0
Myl4	25	53	51	93
Myl2	2	0	0	0
Myl3	0	0	19	0
Myl1	0	0	0	0
Gal3st1	1	0	15	0
Gal3st3	0	0	0	1
Gal3st2	0	0	0	0
Gal3st4	37	21	38	47
Myl9	0	9	0	0
Dexi	588	719	564	856
6430710C18Rik	0	1	0	0
Pipox	8	0	0	0
Vmn2r48	0	0	0	0
Gm8787	0	0	0	0
Hars	1933	1974	1647	1828
Mapk1ip1	283	500	297	427
Adamts5	0	0	0	0
Adamts4	0	0	0	1
Adamts7	0	0	0	0
Adamts6	520	495	765	476
Adamts1	0	0	15	0
Adamts3	1	0	3	16
Adamts2	1	0	0	0
Mfi2	0	0	0	0
Adamts9	0	0	0	0
Adamts8	15	13	12	0
Slc9b1	2	2	15	3
Slc9b2	0	0	6	1
Mmel1	1	0	0	0
8430436N08Rik	1	0	6	0
4930511A02Rik	0	0	11	0
Pdcl	1506	1095	1018	1281
Pla2g2a	0	0	0	0
Pla2g2c	0	0	0	0
Pla2g2e	0	0	0	0
Pla2g2d	0	12	0	0
Pla2g2f	0	0	0	0
Rpl34-ps1	0	0	0	0
Ibsp	0	0	1	0
Mir3086	0	0	0	0
Mir3087	0	0	0	0
Mir3085	0	0	0	0
Mir3082	0	0	0	0
Cuedc1	49	50	41	86
Mir3080	0	0	0	0
Mir3081	0	0	0	0
Mir3088	0	0	0	0
Mir3089	0	0	0	0
Hecw1	0	0	3	0
Hecw2	6	0	1	7
Nploc4	4147	4306	3318	3816
Frmpd1os	0	0	0	0
1500009L16Rik	185	156	162	105
Olfr514	0	0	0	0
Smarcal1	503	462	806	617
Ddx3x	2907	2154	3563	2570
Sil1	361	579	489	745
Mei1	0	0	0	0
Mei4	13	8	0	0
Ap5s1	538	420	442	618
Ddx49	835	806	884	1224
2310015D24Rik	0	0	0	0
Ctsj	0	0	0	0
4933425L06Rik	1	0	0	5
Ctsl	124	159	70	125
2410131K14Rik	243	456	453	455
Ctso	2019	1721	2286	2615
Ddx41	3411	2849	3281	3256
Ctsa	8822	7620	10067	10797
Ctsb	9860	10131	10235	11995
Ddx42	6923	6709	7780	7695
Ctsd	40457	38920	41800	46858
Ctse	491	538	930	922
Ctsf	8	3	0	0
Ddx46	2629	3002	4261	3879
Ctsz	1454	1742	1618	2027
Evi2a	1424	1394	1738	1729
Ctsq	0	0	0	0
Ctsr	0	0	0	0
Evi2b	8	4	7	1
4930431P03Rik	10	5	31	105
Ctsw	11944	11245	14764	14879
Ganab	4700	5306	4997	5458
Clpsl2	0	0	0	0
Micall1	952	1217	1172	1261
Micall2	0	0	0	0
Col14a1	1	0	2	0
Fan1	79	177	103	134
Rab14	5794	6258	6349	7408
Gabra5	0	0	0	0
Gabra4	0	0	0	0
Gabra6	0	0	0	0
Gabra1	2	0	21	14
Gabra3	0	0	0	0
Gabra2	0	0	0	0
1700012D01Rik	2	15	2	4
Mrvi1	71	122	27	31
4933407K13Rik	114	140	241	99
Peg3os	0	0	0	0
Trim68	243	232	175	214
Trim69	0	0	0	1
Tac1	0	0	0	0
Trim60	0	0	0	0
Trim61	0	0	0	0
Trim62	421	500	545	593
Trim63	0	0	0	0
Trim65	415	810	536	650
Cts6	1	0	0	0
Cts7	0	0	0	0
1110001J03Rik	385	338	352	536
Parpbp	44	10	50	103
Snord15b	4	9	0	5
Snord15a	1	7	0	0
G630025P09Rik	0	0	0	0
Cgnl1	0	0	0	2
Apobr	723	541	568	1063
Chpt1	1061	929	1320	1127
Scai	407	430	827	650
Incenp	640	646	898	887
Scap	2598	1980	2114	2565
Hspa13	470	343	392	571
4930578C19Rik	0	0	0	0
Hspa14	2612	2807	3215	3116
Nol9	2798	2817	2777	2950
Nol8	2819	2880	2457	3178
Tpk1	210	226	175	288
Nol4	0	0	0	0
Nol7	2558	3174	3045	3758
Nol6	2407	2756	2717	2912
Nol3	0	0	0	0
Olfr1257	0	0	0	0
Olfr1256	0	0	0	0
Olfr1255	0	0	0	0
Olfr1254	0	0	0	0
Olfr1253	0	0	2	0
Olfr1252	0	0	0	0
Olfr1251	0	0	0	0
Olfr1250	0	0	0	0
Bri3	39	34	45	48
Mst1	73	70	55	103
Olfr1259	0	0	0	0
Olfr1258	0	0	0	0
Hspa1b	40	17	24	7
Hspa1a	17	1	0	3
Hspa1l	9	15	0	4
Npnt	0	0	14	1
Mstn	0	0	0	0
Alms1-ps2	0	0	0	0
1700045H11Rik	0	0	0	0
Cilp2	0	15	0	0
Upk1a	2	11	17	15
Upk1b	0	0	0	0
Lenep	87	96	94	93
